Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,rain_weather,snow_weather,Feiertag,Jahr,Season,Season_Temp_Category,Season_Temp_Fall_high,Season_Temp_Fall_low,Season_Temp_Fall_middle,Season_Temp_Fall_nan,Season_Temp_Spring_high,Season_Temp_Spring_low,Season_Temp_Spring_middle,Season_Temp_Summer_high,Season_Temp_Summer_low,Season_Temp_Summer_middle,Season_Temp_Winter_high,Season_Temp_Winter_low,Season_Temp_Winter_middle,Season_Temp_Winter_nan,Umsatz_predicted_one_week_ago,Wochentag,is_weekend,Warengruppe_1,Warengruppe_2,Warengruppe_3,Warengruppe_4,Warengruppe_5,Warengruppe_6
2013-07-30,1,132.111640117897,5.0,21.075,13.0,21.0,0.0,0,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,110.315246796665,Tuesday,0,True,False,False,False,False,False
2013-07-31,1,144.745431773143,5.0,20.275,16.0,65.0,0.0,1,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,141.891908195545,Wednesday,0,True,False,False,False,False,False
2013-08-01,1,157.854023011106,6.0,23.4,7.0,21.0,0.0,0,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,167.701216640907,Thursday,0,True,False,False,False,False,False
2013-08-02,1,117.359342094889,0.0,31.4375,7.0,,0.0,0,0,0.0,,Summer,Summer_high,False,False,False,False,False,False,False,True,False,False,False,False,False,False,147.272084366206,Friday,0,True,False,False,False,False,False
2013-08-03,1,186.027178770079,4.0,23.3625,11.0,63.0,0.0,1,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,161.403357795112,Saturday,1,True,False,False,False,False,False
2013-08-04,1,104.708216687715,3.0,23.05,8.0,,0.0,0,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,86.0791432446654,Sunday,1,True,False,False,False,False,False
2013-08-05,1,146.775309890073,0.0,25.8,10.0,,0.0,0,0,0.0,,Summer,Summer_high,False,False,False,False,False,False,False,True,False,False,False,False,False,False,183.564164400591,Monday,0,True,False,False,False,False,False
2013-08-06,1,131.956277381283,5.0,22.225,13.0,,0.0,0,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,132.111640117897,Tuesday,0,True,False,False,False,False,False
2013-08-07,1,160.593417296116,4.0,19.2125,8.0,,0.0,0,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,144.745431773143,Wednesday,0,True,False,False,False,False,False
2013-08-08,1,153.099424561652,7.0,16.975,12.0,20.0,0.0,0,0,0.0,,Summer,Summer_low,False,False,False,False,False,False,False,False,True,False,False,False,False,False,157.854023011106,Thursday,0,True,False,False,False,False,False
2013-08-09,1,125.620344387906,4.0,20.3375,10.0,21.0,0.0,0,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,117.359342094889,Friday,0,True,False,False,False,False,False
2013-08-10,1,185.177162656408,7.0,19.3625,12.0,61.0,0.0,1,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,186.027178770079,Saturday,1,True,False,False,False,False,False
2013-08-11,1,73.2088330039992,7.0,16.3875,9.0,61.0,0.0,1,0,0.0,,Summer,Summer_low,False,False,False,False,False,False,False,False,True,False,False,False,False,False,104.708216687715,Sunday,1,True,False,False,False,False,False
2013-08-12,1,154.504729536697,7.0,16.45,11.0,63.0,0.0,1,0,0.0,,Summer,Summer_low,False,False,False,False,False,False,False,False,True,False,False,False,False,False,146.775309890073,Monday,0,True,False,False,False,False,False
2013-08-13,1,134.064451548102,3.0,16.4,16.0,95.0,0.0,1,1,0.0,,Summer,Summer_low,False,False,False,False,False,False,False,False,True,False,False,False,False,False,131.956277381283,Tuesday,0,True,False,False,False,False,False
2013-08-14,1,156.972510536869,4.0,18.2625,18.0,61.0,0.0,1,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,160.593417296116,Wednesday,0,True,False,False,False,False,False
2013-08-15,1,164.763795399756,3.0,19.8,8.0,,0.0,0,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,153.099424561652,Thursday,0,True,False,False,False,False,False
2013-08-16,1,147.79799759804,4.0,23.575,11.0,0.0,0.0,0,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,125.620344387906,Friday,0,True,False,False,False,False,False
2013-08-17,1,221.630418006017,6.0,20.55,7.0,0.0,0.0,0,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,185.177162656408,Saturday,1,True,False,False,False,False,False
2013-08-18,1,92.489778506026,7.0,18.5875,10.0,63.0,0.0,1,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,73.2088330039992,Sunday,1,True,False,False,False,False,False
2013-08-19,1,145.87913275728,5.0,18.4875,8.0,,0.0,0,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,154.504729536697,Monday,0,True,False,False,False,False,False
2013-08-20,1,111.842396126739,7.0,17.775,8.0,61.0,0.0,1,0,0.0,,Summer,Summer_low,False,False,False,False,False,False,False,False,True,False,False,False,False,False,134.064451548102,Tuesday,0,True,False,False,False,False,False
2013-08-21,1,125.336522713024,5.0,20.125,8.0,,0.0,0,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,156.972510536869,Wednesday,0,True,False,False,False,False,False
2013-08-22,1,132.916428220302,4.0,21.6625,8.0,,0.0,0,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,164.763795399756,Thursday,0,True,False,False,False,False,False
2013-08-23,1,162.958958703106,1.0,22.0375,14.0,,0.0,0,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,147.79799759804,Friday,0,True,False,False,False,False,False
2013-08-24,1,201.543109556297,0.0,20.85,16.0,5.0,0.0,0,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,221.630418006017,Saturday,1,True,False,False,False,False,False
2013-08-25,1,83.0226725739551,0.0,21.3875,16.0,5.0,0.0,0,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,92.489778506026,Sunday,1,True,False,False,False,False,False
2013-08-26,1,165.829031676714,0.0,20.125,15.0,5.0,0.0,0,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,145.87913275728,Monday,0,True,False,False,False,False,False
2013-08-27,1,118.473650434102,1.0,21.0875,12.0,,0.0,0,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,111.842396126739,Tuesday,0,True,False,False,False,False,False
2013-08-28,1,108.876991442649,0.0,21.3,7.0,,0.0,0,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,125.336522713024,Wednesday,0,True,False,False,False,False,False
2013-08-29,1,178.178023803315,3.0,20.2125,11.0,,0.0,0,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,132.916428220302,Thursday,0,True,False,False,False,False,False
2013-08-30,1,133.150828452892,6.0,19.7875,8.0,5.0,0.0,0,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,162.958958703106,Friday,0,True,False,False,False,False,False
2013-08-31,1,130.821314898435,5.0,18.35,16.0,21.0,0.0,0,0,0.0,,Summer,Summer_middle,False,False,False,False,False,False,False,False,False,True,False,False,False,False,201.543109556297,Saturday,1,True,False,False,False,False,False
2013-09-01,1,95.9704314892471,7.0,15.8625,16.0,61.0,0.0,1,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,83.0226725739551,Sunday,1,True,False,False,False,False,False
2013-09-02,1,138.408723210465,7.0,16.575,17.0,63.0,0.0,1,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,165.829031676714,Monday,0,True,False,False,False,False,False
2013-09-03,1,138.825618927843,7.0,18.225,11.0,21.0,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,118.473650434102,Tuesday,0,True,False,False,False,False,False
2013-09-04,1,100.221969526295,7.0,18.125,5.0,,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,108.876991442649,Wednesday,0,True,False,False,False,False,False
2013-09-05,1,173.658100347255,0.0,21.7,8.0,,0.0,0,0,0.0,,Fall,Fall_high,True,False,False,False,False,False,False,False,False,False,False,False,False,False,178.178023803315,Thursday,0,True,False,False,False,False,False
2013-09-06,1,171.415179710314,0.0,24.7,9.0,,0.0,0,0,0.0,,Fall,Fall_high,True,False,False,False,False,False,False,False,False,False,False,False,False,False,133.150828452892,Friday,0,True,False,False,False,False,False
2013-09-07,1,186.034060963767,6.0,22.7625,7.0,,0.0,0,0,0.0,,Fall,Fall_high,True,False,False,False,False,False,False,False,False,False,False,False,False,False,130.821314898435,Saturday,1,True,False,False,False,False,False
2013-09-08,1,88.8925958109828,7.0,20.1625,8.0,61.0,0.0,1,0,0.0,,Fall,Fall_high,True,False,False,False,False,False,False,False,False,False,False,False,False,False,95.9704314892471,Sunday,1,True,False,False,False,False,False
2013-09-09,1,169.359968504942,8.0,11.575,11.0,63.0,0.0,1,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,138.408723210465,Monday,0,True,False,False,False,False,False
2013-09-10,1,89.6944536084346,6.0,13.5875,11.0,65.0,0.0,1,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,138.825618927843,Tuesday,0,True,False,False,False,False,False
2013-09-11,1,103.363686559795,6.0,13.9,8.0,61.0,0.0,1,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,100.221969526295,Wednesday,0,True,False,False,False,False,False
2013-09-12,1,106.474399987548,6.0,16.1125,6.0,61.0,0.0,1,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,173.658100347255,Thursday,0,True,False,False,False,False,False
2013-09-13,1,122.564626199915,6.0,17.4375,5.0,21.0,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,171.415179710314,Friday,0,True,False,False,False,False,False
2013-09-14,1,174.938807466572,5.0,17.625,10.0,63.0,0.0,1,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,186.034060963767,Saturday,1,True,False,False,False,False,False
2013-09-15,1,55.1960062296304,7.0,14.8625,10.0,21.0,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,88.8925958109828,Sunday,1,True,False,False,False,False,False
2013-09-16,1,146.760234890658,3.0,13.1375,13.0,21.0,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,169.359968504942,Monday,0,True,False,False,False,False,False
2013-09-17,1,136.118044538363,5.0,13.1375,10.0,63.0,0.0,1,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,89.6944536084346,Tuesday,0,True,False,False,False,False,False
2013-09-18,1,152.255085210606,4.0,13.05,9.0,,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,103.363686559795,Wednesday,0,True,False,False,False,False,False
2013-09-19,1,148.674992078993,5.0,14.8375,11.0,63.0,0.0,1,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,106.474399987548,Thursday,0,True,False,False,False,False,False
2013-09-20,1,110.159250328825,7.0,13.525,6.0,,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,122.564626199915,Friday,0,True,False,False,False,False,False
2013-09-21,1,178.263887943827,7.0,15.35,9.0,,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,174.938807466572,Saturday,1,True,False,False,False,False,False
2013-09-22,1,86.6668973821597,6.0,17.1375,14.0,21.0,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,55.1960062296304,Sunday,1,True,False,False,False,False,False
2013-09-23,1,111.128410563554,7.0,17.3125,14.0,21.0,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,146.760234890658,Monday,0,True,False,False,False,False,False
2013-09-24,1,139.64144576808,8.0,15.7375,10.0,,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,136.118044538363,Tuesday,0,True,False,False,False,False,False
2013-09-25,1,117.94119333604,6.0,13.5375,7.0,61.0,0.0,1,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,152.255085210606,Wednesday,0,True,False,False,False,False,False
2013-09-26,1,203.314345156607,1.0,12.9875,12.0,,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,148.674992078993,Thursday,0,True,False,False,False,False,False
2013-09-27,1,135.507291692088,5.0,13.0125,8.0,21.0,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,110.159250328825,Friday,0,True,False,False,False,False,False
2013-09-28,1,134.613756840197,0.0,13.1,8.0,,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,178.263887943827,Saturday,1,True,False,False,False,False,False
2013-09-29,1,68.6316896995448,3.0,14.175,12.0,,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,86.6668973821597,Sunday,1,True,False,False,False,False,False
2013-09-30,1,156.502435955326,1.0,12.825,14.0,,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,111.128410563554,Monday,0,True,False,False,False,False,False
2013-10-01,1,123.397540137977,0.0,12.9125,13.0,5.0,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,139.64144576808,Tuesday,0,True,False,False,False,False,False
2013-10-02,1,196.720969158391,1.0,12.7,10.0,,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,117.94119333604,Wednesday,0,True,False,False,False,False,False
2013-10-03,1,75.2337302417469,0.0,11.7625,12.0,5.0,0.0,0,0,1.0,2013.0,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,203.314345156607,Thursday,0,True,False,False,False,False,False
2013-10-04,1,156.066122625816,5.0,11.2,8.0,63.0,0.0,1,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,135.507291692088,Friday,0,True,False,False,False,False,False
2013-10-05,1,152.280762053885,7.0,15.575,8.0,20.0,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,134.613756840197,Saturday,1,True,False,False,False,False,False
2013-10-06,1,92.4805772695364,7.0,15.25,6.0,,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,68.6316896995448,Sunday,1,True,False,False,False,False,False
2013-10-07,1,124.841544023845,1.0,16.275,7.0,,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,156.502435955326,Monday,0,True,False,False,False,False,False
2013-10-08,1,96.867100978839,6.0,15.1125,8.0,61.0,0.0,1,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,123.397540137977,Tuesday,0,True,False,False,False,False,False
2013-10-09,1,149.761758936995,7.0,14.3125,10.0,21.0,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,196.720969158391,Wednesday,0,True,False,False,False,False,False
2013-10-10,1,119.300284972145,5.0,10.975,6.0,,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,75.2337302417469,Thursday,0,True,False,False,False,False,False
2013-10-11,1,123.2348187168,7.0,13.8625,20.0,10.0,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,156.066122625816,Friday,0,True,False,False,False,False,False
2013-10-12,1,140.262421715801,8.0,13.025,21.0,63.0,0.0,1,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,152.280762053885,Saturday,1,True,False,False,False,False,False
2013-10-13,1,42.9967926268111,5.0,10.8625,5.0,,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,92.4805772695364,Sunday,1,True,False,False,False,False,False
2013-10-14,1,109.863744271226,2.0,12.525,6.0,,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,124.841544023845,Monday,0,True,False,False,False,False,False
2013-10-15,1,130.431802598324,7.0,10.6625,4.0,63.0,0.0,1,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,96.867100978839,Tuesday,0,True,False,False,False,False,False
2013-10-16,1,146.070583461057,8.0,12.275,7.0,,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,149.761758936995,Wednesday,0,True,False,False,False,False,False
2013-10-17,1,89.9411837855476,7.0,12.0,15.0,65.0,0.0,1,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,119.300284972145,Thursday,0,True,False,False,False,False,False
2013-10-18,1,111.233698203856,1.0,9.075,9.0,,0.0,0,0,0.0,,Fall,Fall_low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,123.2348187168,Friday,0,True,False,False,False,False,False
2013-10-19,1,121.590860465012,7.0,9.45,9.0,,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,140.262421715801,Saturday,1,True,False,False,False,False,False
2013-10-20,1,70.1419855298474,7.0,15.1875,8.0,21.0,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,42.9967926268111,Sunday,1,True,False,False,False,False,False
2013-10-21,1,122.987868193302,7.0,14.2625,8.0,61.0,0.0,1,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,109.863744271226,Monday,0,True,False,False,False,False,False
2013-10-22,1,111.927088663048,2.0,17.6375,7.0,,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,130.431802598324,Tuesday,0,True,False,False,False,False,False
2013-10-23,1,125.816016210178,6.0,17.675,9.0,,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,146.070583461057,Wednesday,0,True,False,False,False,False,False
2013-10-24,1,123.163406361057,5.0,12.6875,12.0,61.0,0.0,1,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,89.9411837855476,Thursday,0,True,False,False,False,False,False
2013-10-25,1,113.661858634409,7.0,11.8875,7.0,61.0,0.0,1,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,111.233698203856,Friday,0,True,False,False,False,False,False
2013-10-26,1,161.678805315967,5.0,16.775,10.0,21.0,0.0,0,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,121.590860465012,Saturday,1,True,False,False,False,False,False
2013-10-27,1,102.355195816072,6.0,14.9875,16.0,65.0,0.0,1,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,70.1419855298474,Sunday,1,True,False,False,False,False,False
2013-10-28,1,129.482192717092,7.0,14.3625,29.0,63.0,0.0,1,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,122.987868193302,Monday,0,True,False,False,False,False,False
2013-10-29,1,112.285893935052,7.0,10.775,17.0,63.0,0.0,1,0,0.0,,Fall,Fall_middle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,111.927088663048,Tuesday,0,True,False,False,False,False,False
